66.85	39.05	23	1.77	-0.46	-1.32	0.4	-1.19	-2.39	23
70.87	36.12	101	0.55	-0.86	0.32	1.29	-0.18	-0.7	23
71.16	36.85	82	1.25	-2.05	0.8	0.02	-1.08	0.58	23
71.04	36.44	211	1.04	-1.11	0.08	0.3	0.2	-0.03	26
69.94	36.55	222	2.64	-1.82	-0.82	0.31	0.08	-0.5	23
71.57	37.04	129	1.82	-2.89	1.07	-0.83	-1.28	0.01	23
70.56	36.4	214	0.91	-0.91	0.01	0.91	0.23	0.0	24
69.96	36.6	205	1.52	-1.29	-0.24	3.5	0.12	-1.45	23
73.43	39.47	17	3.43	-4.68	1.25	-3.06	-1.21	-3.21	25
73.29	39.5	20	1.78	-1.97	0.19	-0.02	-0.16	-0.62	23
73.42	39.5	18	2.65	-2.83	0.17	0.86	-0.18	-0.19	23
73.46	39.49	20	1.8	-2.19	0.38	-0.41	1.07	-0.21	23
70.37	39.04	12	1.92	-0.98	-0.94	0.32	-1.56	-2.5	23
77.89	39.96	12	1.7	-1.59	-0.11	1.2	-0.76	-0.34	23
79.26	41.58	14	1.67	-1.25	-0.42	0.39	0.34	-1.03	23
78.4	40.7	21	2.67	-3.28	0.61	2.2	1.08	0.62	23
73.54	34.82	17	4.29	-1.06	-3.24	1.11	1.47	-4.42	23
71.07	36.43	107	2.7	-4.18	1.49	1.23	1.65	-0.84	23
70.7	36.49	204	1.04	-0.86	-0.18	0.75	0.86	-0.43	24
80.38	29.57	34	1.22	-1.25	0.02	1.31	-0.49	1.1	23
71.11	36.43	100	1.46	-1.69	0.24	-0.33	-0.04	-0.71	23
68.27	36.91	12	3.32	-0.49	-2.83	0.59	0.22	0.92	23
76.93	38.33	19	2.18	0.33	-2.51	-0.5	3.49	2.15	23
78.85	30.41	21	0.78	-0.75	-0.03	0.82	-0.14	0.27	24
71.94	37.62	142	0.21	0.12	-0.33	-1.4	-0.48	-0.47	24
71.18	36.63	192	1.95	-1.23	-0.73	0.78	1.77	-1.39	23
70.72	36.52	194	4.73	-2.48	-2.25	-2.73	-0.05	-1.63	23
71.34	39.56	22	1.93	-0.42	-1.51	-0.58	0.24	-1.9	23
71.41	39.51	18	6.41	-1.44	-4.96	-1.63	0.19	-3.93	24
71.22	36.71	196	1.41	-0.12	-1.3	-0.77	1.88	-0.88	23
70.54	36.4	212	0.95	-0.85	-0.1	0.8	0.14	0.15	24
70.81	36.52	194	3.31	-2.31	-1.0	-0.16	1.52	1.56	23
70.69	36.31	103	2.54	-4.94	2.4	1.13	2.59	-1.34	23
70.81	36.6	189	2.08	-1.57	-0.51	0.51	0.81	-0.75	23
82.74	44.4	28	3.56	-4.06	0.51	-0.37	-1.25	-0.64	25
71.19	36.24	113	3.23	-3.15	-0.09	1.62	1.07	-1.13	23
83.45	42.14	20	2.14	-2.11	-0.03	1.45	-0.27	-0.03	24
67.96	39.77	12	4.63	-2.8	-1.83	-1.69	-2.05	-2.41	23
77.45	35.74	118	6.32	-2.93	-3.39	4.94	-1.12	2.91	23
70.84	36.62	186	2.98	-2.53	-0.45	-1.89	-0.46	0.3	23
70.72	36.51	205	2.24	-1.75	-0.49	1.08	1.45	-0.99	25
70.61	36.46	211	4.07	-3.51	-0.56	2.54	-3.37	0.74	23
71.17	36.41	243	3.6	-2.52	-1.08	-2.6	0.2	1.07	23
77.22	40.41	22	1.77	-1.92	0.15	1.24	-0.62	-0.66	23
70.59	36.72	261	2.47	-1.91	-0.56	0.28	3.98	-0.72	23
71.19	37.33	116	2.36	-4.31	1.95	0.6	1.68	0.08	23
68.67	32.92	25	1.25	-1.75	0.5	0.33	1.05	0.08	23
70.58	33.02	20	0.59	-0.33	-0.26	1.37	0.69	-0.09	24
71.25	37.05	126	2.71	-3.73	1.02	-1.25	-1.82	-0.88	25
70.91	36.51	210	3.98	-2.59	-1.39	-2.33	-0.99	-1.2	23
69.41	36.15	121	1.41	-1.7	0.29	0.34	0.17	-0.12	23
70.52	38.55	12	1.42	-1.12	-0.29	0.31	0.1	-0.83	23
70.46	36.5	203	2.6	-2.46	-0.14	-1.56	-0.93	0.69	23
73.75	38.34	148	3.41	-4.07	0.66	-8.08	-0.05	-2.22	23
77.66	40.24	12	1.06	-0.67	-0.39	2.44	0.67	-0.39	23
68.54	35.93	19	2.77	-0.97	-1.8	0.39	0.31	-1.58	23
70.39	35.96	157	1.09	-1.56	0.47	1.17	-1.4	0.33	23
71.18	36.58	223	1.16	-0.77	-0.39	0.02	1.76	-1.58	23
77.51	39.87	12	2.4	-2.61	0.22	-0.28	-0.39	-1.52	23
75.51	39.55	22	0.84	-0.76	-0.08	0.63	0.1	-0.37	24
70.6	36.36	215	2.96	-2.73	-0.23	2.83	0.71	0.08	24
67.68	29.62	23	2.22	-0.38	-1.85	0.9	1.62	-0.78	23
71.66	39.3	22	1.26	-0.54	-0.72	-0.5	0.23	-0.85	23
71.02	36.44	119	1.59	-2.04	0.44	-0.34	0.71	-1.49	23
71.17	36.68	225	4.79	-1.18	-3.61	-0.35	4.97	0.4	23
70.03	36.5	229	3.11	-3.09	-0.01	7.39	-0.28	0.65	24
70.64	36.42	213	5.06	-4.68	-0.38	4.24	-1.61	0.97	23
69.37	36.4	22	0.86	0.52	-1.38	-0.09	-0.24	-0.41	23
70.57	36.43	200	1.9	-1.33	-0.57	0.75	-1.48	1.2	23
75.87	32.92	30	2.83	-2.15	-0.68	0.94	-0.45	1.14	23
70.46	36.56	259	2.74	-4.02	1.27	0.34	2.17	-0.24	23
73.85	32.83	15	1.1	-1.37	0.26	3.84	-1.06	-0.08	24
70.64	36.46	196	2.83	-2.6	-0.23	3.22	-1.25	0.23	23
70.54	36.49	203	4.07	-3.52	-0.55	3.21	-1.94	0.75	23
78.75	41.22	12	2.58	-2.57	-0.01	-0.19	-0.83	-0.7	23
70.05	36.54	211	1.43	-1.86	0.43	5.54	-1.39	-1.26	23
81.16	29.22	15	2.23	-2.22	-0.01	1.3	0.06	0.5	23
70.87	36.5	156	2.07	-2.51	0.44	-1.1	-0.66	0.77	23
81.65	41.68	23	2.79	-2.28	-0.5	1.12	0.55	-0.57	23
77.19	39.8	12	0.68	-0.51	-0.17	0.9	0.04	-0.88	25
77.38	39.67	18	3.83	-3.42	-0.42	3.81	0.51	-0.19	23
71.56	39.22	12	2.13	-0.53	-1.61	-0.61	-0.66	-1.14	24
70.43	38.81	22	2.83	-0.02	-2.81	-0.74	-2.65	-1.41	23
71.13	36.45	134	0.88	-1.37	0.48	1.25	0.62	-0.26	23
79.75	41.77	28	4.08	-3.6	-0.48	-2.0	3.35	0.05	23
77.42	39.84	14	1.16	-1.87	0.71	0.49	0.66	-0.88	23
70.99	36.66	222	3.31	-0.99	-2.32	-0.43	2.06	1.38	23
68.63	37.5	12	0.89	-0.01	-0.88	-0.05	-0.25	-0.11	23
70.45	36.52	203	2.4	-1.66	-0.75	-2.41	-0.28	1.48	23
78.68	40.79	30	0.81	-1.36	0.55	0.52	0.61	0.15	24
72.11	37.77	140	1.03	-0.5	-0.54	-3.74	-2.15	-1.0	24
70.9	36.56	226	1.87	-1.45	-0.42	1.76	1.69	-0.3	23
70.83	36.31	111	1.27	-2.11	0.84	0.2	1.02	-1.02	23
77.17	39.68	22	1.52	-1.45	-0.07	1.02	-0.15	-0.14	23
69.63	38.64	20	0.94	-0.38	-0.55	-0.52	-0.6	-0.33	23
71.22	36.42	137	1.07	-0.33	-0.73	-0.75	-0.14	-1.1	23
71.53	37.65	26	1.58	-2.2	0.62	-0.02	-1.33	-0.45	23
71.56	40.27	24	1.29	-0.71	-0.58	-0.69	-0.44	-1.67	23
70.44	38.82	24	0.16	-1.13	0.97	3.63	0.49	0.7	23
71.48	40.27	28	2.73	-1.38	-1.35	-1.3	-1.38	-1.25	23
70.64	36.45	210	1.89	-1.44	-0.45	1.55	-1.57	0.65	24
73.39	38.12	112	0.73	-0.51	-0.22	-0.05	-0.04	-0.57	25
70.0	36.57	208	0.62	-0.85	0.22	3.1	-0.52	-0.43	23
81.03	41.63	19	2.5	-2.36	-0.14	1.82	0.2	-0.25	23
70.47	39.0	12	5.09	-2.37	-2.72	-1.86	-3.36	-4.6	24
69.84	29.07	12	5.32	-1.83	-3.49	-0.05	-3.55	-2.91	23
69.79	36.28	148	3.29	-2.87	-0.41	-1.47	-1.38	1.78	23
70.1	37.51	12	3.0	-0.39	-2.61	-4.72	-0.57	-4.23	23
77.83	37.9	20	2.53	-2.26	-0.28	-1.62	-0.03	0.64	23
77.92	37.85	22	1.83	-1.52	-0.31	-0.63	0.26	0.59	23
69.39	29.97	12	3.16	-2.67	-0.48	1.95	0.64	-1.62	23
67.98	29.94	13	0.47	-0.66	0.2	0.9	0.21	0.03	25
69.76	37.42	23	1.7	0.16	-1.87	0.32	-0.12	-0.38	23
71.06	36.58	240	0.81	-0.01	-0.8	-0.05	0.45	0.25	24
73.59	38.74	120	1.24	-2.5	1.25	-0.15	0.99	-0.2	23
71.41	36.44	110	3.88	-0.83	-3.05	-2.65	1.15	-3.96	23
63.5	34.96	17	0.55	0.44	-0.99	-1.07	-0.18	-0.07	24
